DATE,CU.Count,MA.Count,GDELT.Doc.Count,Pos.Tone,Neg.Tone,CU.Count.t1,MA.Count.t1,GDELT.Doc.Count.t1,Pos.Tone.t1,Neg.Tone.t1,CU.Count.t2,MA.Count.t2,GDELT.Doc.Count.t2,Pos.Tone.t2,Neg.Tone.t2,CU.Count.t3,MA.Count.t3,GDELT.Doc.Count.t3,Pos.Tone.t3,Neg.Tone.t3,CU.Count.t4,MA.Count.t4,GDELT.Doc.Count.t4,Pos.Tone.t4,Neg.Tone.t4,CU.Count.t5,MA.Count.t5,GDELT.Doc.Count.t5,Pos.Tone.t5,Neg.Tone.t5,CU.Count.t6,MA.Count.t6,GDELT.Doc.Count.t6,Pos.Tone.t6,Neg.Tone.t6,CU.Count.t7,MA.Count.t7,GDELT.Doc.Count.t7,Pos.Tone.t7,Neg.Tone.t7,CU.Count.t8,MA.Count.t8,GDELT.Doc.Count.t8,Pos.Tone.t8,Neg.Tone.t8,CU.Count.t9,MA.Count.t9,GDELT.Doc.Count.t9,Pos.Tone.t9,Neg.Tone.t9,CU.Count.t10,MA.Count.t10,GDELT.Doc.Count.t10,Pos.Tone.t10,Neg.Tone.t10,CU.Count.t11,MA.Count.t11,GDELT.Doc.Count.t11,Pos.Tone.t11,Neg.Tone.t11,CU.Count.t12,MA.Count.t12,GDELT.Doc.Count.t12,Pos.Tone.t12,Neg.Tone.t12,CU.Count.t13,MA.Count.t13,GDELT.Doc.Count.t13,Pos.Tone.t13,Neg.Tone.t13,CU.Count.t14,MA.Count.t14,GDELT.Doc.Count.t14,Pos.Tone.t14,Neg.Tone.t14,CU.Count.t15,MA.Count.t15,GDELT.Doc.Count.t15,Pos.Tone.t15,Neg.Tone.t15,CU.Count.t16,MA.Count.t16,GDELT.Doc.Count.t16,Pos.Tone.t16,Neg.Tone.t16,temp,prcp,is_weekend,is_holiday
2015-05-13,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,19,0,7,2.57342022613554,3.40137798444831,2,1,3,2.94558648411425,2.63171658780785,5,0,4,1.33783215330912,5.20115553188103,5,1,0,,,3,0,1,3.22834645669291,3.07086614173228,2,0,1,2.25988700564972,1.69491525423729,1,0,3,2.61543990527558,3.76226489197018,18,5,6,1.77759562570755,5.80349923677868,,,,,,,,,,,,,,,,,,,,,23.3,0,0,0
2015-05-14,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,19,0,7,2.57342022613554,3.40137798444831,2,1,3,2.94558648411425,2.63171658780785,5,0,4,1.33783215330912,5.20115553188103,5,1,0,,,3,0,1,3.22834645669291,3.07086614173228,2,0,1,2.25988700564972,1.69491525423729,1,0,3,2.61543990527558,3.76226489197018,18,5,6,1.77759562570755,5.80349923677868,,,,,,,,,,,,,,,,22.1,0,1,0
2015-05-15,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,19,0,7,2.57342022613554,3.40137798444831,2,1,3,2.94558648411425,2.63171658780785,5,0,4,1.33783215330912,5.20115553188103,5,1,0,,,3,0,1,3.22834645669291,3.07086614173228,2,0,1,2.25988700564972,1.69491525423729,1,0,3,2.61543990527558,3.76226489197018,18,5,6,1.77759562570755,5.80349923677868,,,,,,,,,,,23.3,0,1,0
2015-05-16,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,19,0,7,2.57342022613554,3.40137798444831,2,1,3,2.94558648411425,2.63171658780785,5,0,4,1.33783215330912,5.20115553188103,5,1,0,,,3,0,1,3.22834645669291,3.07086614173228,2,0,1,2.25988700564972,1.69491525423729,1,0,3,2.61543990527558,3.76226489197018,18,5,6,1.77759562570755,5.80349923677868,,,,,,23.4,0,0,0
2015-05-17,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,19,0,7,2.57342022613554,3.40137798444831,2,1,3,2.94558648411425,2.63171658780785,5,0,4,1.33783215330912,5.20115553188103,5,1,0,,,3,0,1,3.22834645669291,3.07086614173228,2,0,1,2.25988700564972,1.69491525423729,1,0,3,2.61543990527558,3.76226489197018,18,5,6,1.77759562570755,5.80349923677868,24.3,0,0,0
2015-05-18,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,19,0,7,2.57342022613554,3.40137798444831,2,1,3,2.94558648411425,2.63171658780785,5,0,4,1.33783215330912,5.20115553188103,5,1,0,,,3,0,1,3.22834645669291,3.07086614173228,2,0,1,2.25988700564972,1.69491525423729,1,0,3,2.61543990527558,3.76226489197018,27,0,0,0
2015-05-19,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,19,0,7,2.57342022613554,3.40137798444831,2,1,3,2.94558648411425,2.63171658780785,5,0,4,1.33783215330912,5.20115553188103,5,1,0,,,3,0,1,3.22834645669291,3.07086614173228,2,0,1,2.25988700564972,1.69491525423729,29,0,0,0
2015-05-20,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,19,0,7,2.57342022613554,3.40137798444831,2,1,3,2.94558648411425,2.63171658780785,5,0,4,1.33783215330912,5.20115553188103,5,1,0,,,3,0,1,3.22834645669291,3.07086614173228,27.5,0,0,0
2015-05-21,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,19,0,7,2.57342022613554,3.40137798444831,2,1,3,2.94558648411425,2.63171658780785,5,0,4,1.33783215330912,5.20115553188103,5,1,0,,,23.4,0,1,0
2015-05-22,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,19,0,7,2.57342022613554,3.40137798444831,2,1,3,2.94558648411425,2.63171658780785,5,0,4,1.33783215330912,5.20115553188103,24.9,0,1,0
2015-05-23,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,19,0,7,2.57342022613554,3.40137798444831,2,1,3,2.94558648411425,2.63171658780785,28.6,0,0,0
2015-05-24,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,19,0,7,2.57342022613554,3.40137798444831,32.7,0,0,0
2015-05-25,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,1,1,1,0.552486187845304,4.97237569060773,31.1,0,0,0
2015-05-26,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,2,1,2,3.69424677785535,2.84610556080277,30.2,0,0,0
2015-05-27,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,5,0,0,,,36,0,0,0
2015-05-28,1,0,0,,,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,1,0,4,3.00258704879604,3.6871383619765,27.2,0,1,0
2015-05-29,15,0,11,1.78055371649695,4.15804273410777,1,0,0,,,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,0,0,2,2.2384381943784,3.53922238265276,24.2,0,1,0
2015-05-30,2,0,0,,,15,0,11,1.78055371649695,4.15804273410777,1,0,0,,,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,2,1,2,1.30007212188599,4.42760765694023,23.6,0,0,0
2015-05-31,2,4,2,3.15151515151515,3.55371900826446,2,0,0,,,15,0,11,1.78055371649695,4.15804273410777,1,0,0,,,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,19,1,5,2.22985187421613,6.58366727180666,23.1,0,0,0
2015-06-01,8,3,2,2.19954320272791,3.90566616681267,2,4,2,3.15151515151515,3.55371900826446,2,0,0,,,15,0,11,1.78055371649695,4.15804273410777,1,0,0,,,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,7,0,0,,,23.4,0,0,0
2015-06-02,6,2,9,2.61930496720161,3.7505169287854,8,3,2,2.19954320272791,3.90566616681267,2,4,2,3.15151515151515,3.55371900826446,2,0,0,,,15,0,11,1.78055371649695,4.15804273410777,1,0,0,,,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,2,3,1,2.05078125,7.12890625,24.9,0,0,0
2015-06-03,6,0,2,4.52626007175205,2.52131976709992,6,2,9,2.61930496720161,3.7505169287854,8,3,2,2.19954320272791,3.90566616681267,2,4,2,3.15151515151515,3.55371900826446,2,0,0,,,15,0,11,1.78055371649695,4.15804273410777,1,0,0,,,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,4,2,1,6.43203883495146,4.85436893203883,25.9,0,0,0
2015-06-04,3,0,4,4.21805787136318,3.04243734021755,6,0,2,4.52626007175205,2.52131976709992,6,2,9,2.61930496720161,3.7505169287854,8,3,2,2.19954320272791,3.90566616681267,2,4,2,3.15151515151515,3.55371900826446,2,0,0,,,15,0,11,1.78055371649695,4.15804273410777,1,0,0,,,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,1,0,3,3.48546474463439,4.81798719437551,24.7,0,1,0
2015-06-05,11,3,5,2.21340501276933,7.73673910850322,3,0,4,4.21805787136318,3.04243734021755,6,0,2,4.52626007175205,2.52131976709992,6,2,9,2.61930496720161,3.7505169287854,8,3,2,2.19954320272791,3.90566616681267,2,4,2,3.15151515151515,3.55371900826446,2,0,0,,,15,0,11,1.78055371649695,4.15804273410777,1,0,0,,,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,2,1,2,3.07238408440813,2.6691559757692,25.3,0,1,0
2015-06-06,31,0,1,2.58358662613982,6.00303951367781,11,3,5,2.21340501276933,7.73673910850322,3,0,4,4.21805787136318,3.04243734021755,6,0,2,4.52626007175205,2.52131976709992,6,2,9,2.61930496720161,3.7505169287854,8,3,2,2.19954320272791,3.90566616681267,2,4,2,3.15151515151515,3.55371900826446,2,0,0,,,15,0,11,1.78055371649695,4.15804273410777,1,0,0,,,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,2,0,4,2.53315447607279,2.67695618658688,25.1,0,0,0
2015-06-07,2,1,1,3.7037037037037,6.21266427718041,31,0,1,2.58358662613982,6.00303951367781,11,3,5,2.21340501276933,7.73673910850322,3,0,4,4.21805787136318,3.04243734021755,6,0,2,4.52626007175205,2.52131976709992,6,2,9,2.61930496720161,3.7505169287854,8,3,2,2.19954320272791,3.90566616681267,2,4,2,3.15151515151515,3.55371900826446,2,0,0,,,15,0,11,1.78055371649695,4.15804273410777,1,0,0,,,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,21,0,7,2.26994929526089,5.63414422045295,27.2,0,0,0
2015-06-08,2,0,4,2.89551527303499,2.24049069986821,2,1,1,3.7037037037037,6.21266427718041,31,0,1,2.58358662613982,6.00303951367781,11,3,5,2.21340501276933,7.73673910850322,3,0,4,4.21805787136318,3.04243734021755,6,0,2,4.52626007175205,2.52131976709992,6,2,9,2.61930496720161,3.7505169287854,8,3,2,2.19954320272791,3.90566616681267,2,4,2,3.15151515151515,3.55371900826446,2,0,0,,,15,0,11,1.78055371649695,4.15804273410777,1,0,0,,,1,3,1,6.2542030934768,2.28648285137861,5,0,3,2.54151952303078,4.75899386671091,2,0,1,3.67170626349892,1.29589632829374,3,1,1,2.59146341463415,0.304878048780488,1,0,3,1.26820934688758,3.41739846603674,29.2,0,0,0
