DATE,CU.Count,CU.mavg.2day,CU.mavg.3day,CU.mavg.5day,CU.mavg.8day,MA.Count,MA.mavg.2day,MA.mavg.3day,MA.mavg.5day,MA.mavg.8day,GDELT.Doc.Count,Tone,SD1.Tone,SD2.Tone,SD3.Tone,Pos.Tone,Neg.Tone,SD1.Neg.Tone,SD2.Neg.Tone,SD3.Neg.Tone,Polarity,SD1.Polarity,SD2.Polarity,SD3.Polarity,Active.Refs,Self.Ref,Word.Count
2015-05-11,5,3.5,2.66666666666667,5.8,5.25,0,0,0,0.4,0.875,0,,,,,,,,,,,,,,,,
2015-05-12,1,3,2.66666666666667,5.6,5,0,0,0.333333333333333,0.4,0.875,4,-0.684551313180455,FALSE,FALSE,FALSE,3.00258704879604,3.6871383619765,FALSE,FALSE,FALSE,6.68972541077255,FALSE,FALSE,FALSE,18.8199670073735,0,297.25
2015-05-13,0,0.5,2,1.8,4.375,0,0.5,0.666666666666667,1,1,2,-1.30078418827435,FALSE,FALSE,FALSE,2.2384381943784,3.53922238265276,FALSE,FALSE,FALSE,5.77766057703116,FALSE,FALSE,FALSE,19.4682088171467,0.354051927616051,723
2015-05-14,2,1,1,2,4,1,1,0.666666666666667,1.4,1,2,-3.12753553505424,FALSE,FALSE,FALSE,1.30007212188599,4.42760765694023,FALSE,FALSE,FALSE,5.72767977882622,FALSE,FALSE,FALSE,17.2976079574481,0,536
2015-05-15,19,10.5,7,5.4,6.125,1,0.5,1.33333333333333,1.2,0.875,5,-4.35381539759053,FALSE,FALSE,FALSE,2.22985187421613,6.58366727180666,TRUE,FALSE,FALSE,8.81351914602279,TRUE,FALSE,FALSE,20.8560831625066,0.517308081199687,557.2
2015-05-16,7,13,9.33333333333333,5.8,4.625,0,1.5,1.66666666666667,1.2,0.75,0,,,,,,,,,,,,,,,,
2015-05-17,2,4.5,9.33333333333333,6,4.75,3,2.5,1.66666666666667,1.2,0.875,1,-5.078125,FALSE,FALSE,FALSE,2.05078125,7.12890625,TRUE,FALSE,FALSE,9.1796875,TRUE,FALSE,FALSE,20.21484375,0.09765625,954
2015-05-18,4,3,4.33333333333333,6.8,5,2,1,1,0.6,0.5,1,1.57766990291262,TRUE,FALSE,FALSE,6.43203883495146,4.85436893203883,FALSE,FALSE,FALSE,11.2864077669903,TRUE,TRUE,FALSE,22.9368932038835,0.364077669902913,761
2015-05-19,1,2.5,2.33333333333333,6.6,4.5,0,0.5,0.333333333333333,0.2,0.25,3,-1.33252244974111,FALSE,FALSE,FALSE,3.48546474463439,4.81798719437551,FALSE,FALSE,FALSE,8.30345193900991,FALSE,FALSE,FALSE,22.4049639691634,0.613382861649676,550.333333333333
2015-05-20,2,1.5,2.33333333333333,3.2,4.625,1,0.5,0.333333333333333,0.4,0.625,2,0.403228108638931,TRUE,FALSE,FALSE,3.07238408440813,2.6691559757692,FALSE,FALSE,FALSE,5.74154006017734,FALSE,FALSE,FALSE,18.7354766513083,0.577651028552833,778
2015-05-21,2,2,1.66666666666667,2.2,4.875,0,0,0,0.2,0.5,4,-0.143801710514085,FALSE,FALSE,FALSE,2.53315447607279,2.67695618658688,FALSE,FALSE,FALSE,5.21011066265967,FALSE,FALSE,FALSE,21.9002073973646,0.127355844023361,299.75
2015-05-22,21,11.5,8.33333333333333,6,7.25,0,0,0.333333333333333,0.2,0.5,7,-3.36419492519206,FALSE,FALSE,FALSE,2.26994929526089,5.63414422045295,FALSE,FALSE,FALSE,7.90409351571384,FALSE,FALSE,FALSE,17.131716225274,0.156883847489385,506.428571428572
2015-05-23,1,11,8,5.4,5,0,0.5,0.333333333333333,0.8,0.5,3,-2.14918911914917,FALSE,FALSE,FALSE,1.26820934688758,3.41739846603674,FALSE,FALSE,FALSE,4.68560781292432,FALSE,FALSE,FALSE,14.8800737527823,0.153139356814701,357
2015-05-24,3,2,8.33333333333333,5.8,4.5,1,0.5,0.333333333333333,0.8,1,1,2.28658536585366,TRUE,TRUE,FALSE,2.59146341463415,0.304878048780488,FALSE,FALSE,FALSE,2.89634146341463,FALSE,FALSE,FALSE,22.5609756097561,0,606
2015-05-25,2,2.5,2,5.8,4.5,0,0,1,0.6,1.25,1,2.37580993520518,TRUE,TRUE,FALSE,3.67170626349892,1.29589632829374,FALSE,FALSE,FALSE,4.96760259179266,FALSE,FALSE,FALSE,16.6306695464363,0.431965442764579,418
2015-05-26,5,3.5,3.33333333333333,6.4,4.625,0,1.5,1,0.6,1.5,3,-2.21747434368013,FALSE,FALSE,FALSE,2.54151952303078,4.75899386671091,FALSE,FALSE,FALSE,7.30051338974169,FALSE,FALSE,FALSE,19.6631628705584,0.0563063063063063,526
2015-05-27,1,3,2.66666666666667,2.4,4.625,3,1.5,1,1.4,1.5,1,3.96772024209818,TRUE,TRUE,FALSE,6.2542030934768,2.28648285137861,FALSE,FALSE,FALSE,8.54068594485541,FALSE,FALSE,FALSE,16.8123739071957,1.27774041694687,1384
2015-05-28,1,1,2.33333333333333,2.4,4.5,0,0,0,1.4,1.125,0,,,,,,,,,,,,,,,,
2015-05-29,15,8,5.66666666666667,4.8,6.125,0,0,1.33333333333333,1.8,1.5,11,-2.37748901761083,FALSE,FALSE,FALSE,1.78055371649695,4.15804273410777,FALSE,FALSE,FALSE,5.93859645060473,FALSE,FALSE,FALSE,18.8481290573176,0.161912939968916,635.363636363636
2015-05-30,2,8.5,6,4.8,3.75,0,2,2.33333333333333,1.8,1.5,0,,,,,,,,,,,,,,,,
2015-05-31,2,2,6.33333333333333,4.2,3.875,4,3.5,3,1.8,1.625,2,-0.40220385674931,FALSE,FALSE,FALSE,3.15151515151515,3.55371900826446,FALSE,FALSE,FALSE,6.70523415977962,FALSE,FALSE,FALSE,14.8484848484849,0,294
2015-06-01,8,5,4,5.6,4.5,3,2.5,1.66666666666667,1.6,1.125,2,-1.70612296408475,FALSE,FALSE,FALSE,2.19954320272791,3.90566616681267,FALSE,FALSE,FALSE,6.10520936954058,FALSE,FALSE,FALSE,13.3946025665771,0.0289519397799653,1795
2015-06-02,6,7,5.33333333333333,6.6,5,2,1,0.666666666666667,1,0.75,9,-1.13121196158378,FALSE,FALSE,FALSE,2.61930496720161,3.7505169287854,FALSE,FALSE,FALSE,6.36982189598701,FALSE,FALSE,FALSE,18.6121443680905,0.340887285619095,953.555555555556
2015-06-03,6,6,6.66666666666667,4.8,5.125,0,0,1,0.8,0.625,2,2.00494030465212,TRUE,FALSE,FALSE,4.52626007175205,2.52131976709992,FALSE,FALSE,FALSE,7.04757983885197,FALSE,FALSE,FALSE,20.3746397694525,0,575
2015-06-04,3,4.5,5,5,5.375,0,1.5,1,0.8,0.875,4,1.17562053114563,TRUE,FALSE,FALSE,4.21805787136318,3.04243734021755,FALSE,FALSE,FALSE,7.26049521158073,FALSE,FALSE,FALSE,18.6489888844694,0.229768430669759,726.25
2015-06-05,11,7,6.66666666666667,6.8,6.625,3,1.5,1.33333333333333,0.8,0.875,5,-5.52333409573391,FALSE,FALSE,FALSE,2.21340501276933,7.73673910850322,TRUE,FALSE,FALSE,9.95014412127255,TRUE,FALSE,FALSE,19.734735819755,0.0795228628230616,412.2
2015-06-06,31,21,15,11.4,8.625,0,0.5,0.333333333333333,0.4,0.5,1,-3.41945288753799,FALSE,FALSE,FALSE,2.58358662613982,6.00303951367781,FALSE,FALSE,FALSE,8.58662613981763,FALSE,FALSE,FALSE,20.8966565349544,0.60790273556231,1215
2015-06-07,2,16.5,14.6666666666667,10.6,8.625,1,0.5,0.333333333333333,0.8,0.875,1,-2.5089605734767,FALSE,FALSE,FALSE,3.7037037037037,6.21266427718041,FALSE,FALSE,FALSE,9.91636798088411,TRUE,FALSE,FALSE,18.0406212664277,0.3584229390681,754
2015-06-08,2,2,11.6666666666667,9.8,8.625,0,0,0.333333333333333,0.6,0.875,4,0.655024573166775,TRUE,FALSE,FALSE,2.89551527303499,2.24049069986821,FALSE,FALSE,FALSE,5.1360059729032,FALSE,FALSE,FALSE,19.4473469924058,0.346020761245675,787.75
2015-06-09,9,5.5,4.33333333333333,11,8.75,0,0.5,1,0.6,1.125,2,-4.67798864392041,FALSE,FALSE,FALSE,1.90248435555101,6.58047299947142,TRUE,FALSE,FALSE,8.4829573550224,FALSE,FALSE,FALSE,20.0244684297577,0,309
2015-06-10,7,8,6,10.2,8.875,1,1.5,1,1.2,1.375,0,,,,,,,,,,,,,,,,
2015-06-11,2,4.5,6,4.4,8.375,2,1,0.666666666666667,1.2,1.5,2,-5.81116695075698,FALSE,FALSE,FALSE,1.19522350884034,7.00639045959733,TRUE,FALSE,FALSE,8.20161396843767,FALSE,FALSE,FALSE,16.8128526231705,0.144508670520231,587.5
2015-06-12,16,9,8.33333333333333,7.2,10,0,0,1,1.2,1.25,7,-2.57880306659921,FALSE,FALSE,FALSE,2.29882809994883,4.87763116654804,FALSE,FALSE,FALSE,7.17645926649687,FALSE,FALSE,FALSE,19.5007488118872,0.26594282423096,801
2015-06-13,11,13.5,9.66666666666667,9,10,0,1.5,1.33333333333333,1.6,1.375,3,-0.346222817723077,FALSE,FALSE,FALSE,2.96910405929849,3.31532687702157,FALSE,FALSE,FALSE,6.28443093632006,FALSE,FALSE,FALSE,17.7864290702404,0.741117043890557,1053.33333333333
2015-06-14,8,9.5,11.6666666666667,8.8,7.125,3,2,2,2,1.5,1,1.84538653366584,TRUE,FALSE,FALSE,2.59351620947631,0.748129675810474,FALSE,FALSE,FALSE,3.34164588528678,FALSE,FALSE,FALSE,17.4563591022444,0.448877805486284,1772
2015-06-15,8,8,9,9,7.875,1,1.5,1.66666666666667,1.4,1.25,1,-4.8,FALSE,FALSE,FALSE,2,6.8,TRUE,FALSE,FALSE,8.8,TRUE,FALSE,FALSE,14,0,222
2015-06-16,9,8.5,8.33333333333333,10.4,8.75,2,2,2,1.4,1.125,1,1.5527950310559,TRUE,FALSE,FALSE,2.48447204968944,0.93167701863354,FALSE,FALSE,FALSE,3.41614906832298,FALSE,FALSE,FALSE,17.7018633540373,0.62111801242236,283
2015-06-17,5,7,7.33333333333333,8.2,8.25,2,2,1.33333333333333,1.2,0.875,7,-4.89464810743038,FALSE,FALSE,FALSE,2.39501172746825,7.28965983489863,TRUE,FALSE,FALSE,9.68467156236687,TRUE,FALSE,FALSE,19.6378166969653,0.672706289144645,590.857142857143
2015-06-18,2,3.5,5.33333333333333,6.4,7.625,2,1,1,1,0.75,5,-3.14489154661856,FALSE,FALSE,FALSE,2.02221099601383,5.16710254263239,FALSE,FALSE,FALSE,7.18931353864622,FALSE,FALSE,FALSE,18.5175007209111,0.126122189560658,559.8
2015-06-19,13,7.5,6.66666666666667,7.4,9,0,0.5,0.666666666666667,0.6,0.75,10,-2.69906383601268,FALSE,FALSE,FALSE,2.12603244265002,4.8250962786627,FALSE,FALSE,FALSE,6.95112872131272,FALSE,FALSE,FALSE,19.2384710011066,0.54012285282441,785.5
2015-06-20,6,9.5,7,7,7.75,1,1,1,0.6,0.875,0,,,,,,,,,,,,,,,,
2015-06-21,2,4,7,5.6,6.625,1,1,0.666666666666667,0.6,1,2,-1.28387476057727,FALSE,FALSE,FALSE,2.31268134493941,3.59655610551668,FALSE,FALSE,FALSE,5.90923745045609,FALSE,FALSE,FALSE,21.9159507689974,0,214
2015-06-22,6,4,4.66666666666667,5.8,6.375,1,0.5,0.333333333333333,0.8,0.875,5,-2.73790092924131,FALSE,FALSE,FALSE,2.28421223410983,5.02211316335114,FALSE,FALSE,FALSE,7.30632539746097,FALSE,FALSE,FALSE,18.7835917816888,0.12181028718222,609.6
2015-06-23,4,5,4,6.2,5.875,0,0,0.333333333333333,0.8,0.875,3,-2.45414646446809,FALSE,FALSE,FALSE,1.43057013752657,3.88471660199466,FALSE,FALSE,FALSE,5.31528673952123,FALSE,FALSE,FALSE,16.8698094277601,0,410.333333333333
2015-06-24,2,3,4,4,5,0,0.5,1,1.2,1,0,,,,,,,,,,,,,,,,
2015-06-25,3,2.5,3,3.4,4.75,1,1.5,1.33333333333333,1.2,1,2,-2.10069036240485,FALSE,FALSE,FALSE,1.64162910796792,3.74231947037277,FALSE,FALSE,FALSE,5.38394857834069,FALSE,FALSE,FALSE,18.1457381382028,0,827.5
2015-06-26,19,11,8,6.8,6.875,2,1.5,1.66666666666667,1.2,0.875,4,-2.79379173910852,FALSE,FALSE,FALSE,1.76486919874718,4.5586609378557,FALSE,FALSE,FALSE,6.32353013660288,FALSE,FALSE,FALSE,21.5913599547579,0.412061152754839,420.75
2015-06-27,1,10,7.66666666666667,5.8,5.375,1,1.5,1,1,1.5,9,-2.73879160292873,FALSE,FALSE,FALSE,2.80886068475911,5.54765228768784,FALSE,FALSE,FALSE,8.35651297244695,FALSE,FALSE,FALSE,19.9570691099897,0.378311215533219,727.666666666667
2015-06-28,4,2.5,8,5.8,5.125,2,1,1,0.8,1.375,2,0.209606986899565,TRUE,FALSE,FALSE,3.42854307264788,3.21893608574831,FALSE,FALSE,FALSE,6.64747915839619,FALSE,FALSE,FALSE,20.0978562921795,0.618300913060739,902.5
2015-06-29,2,3,2.33333333333333,5.8,5.125,0,0.5,0.666666666666667,0.4,1.25,2,-3.01274832643333,FALSE,FALSE,FALSE,1.72905127893653,4.74179960536986,FALSE,FALSE,FALSE,6.4708508843064,FALSE,FALSE,FALSE,17.6227637898939,0.383631713554987,557
2015-06-30,18,10,8,8.8,6.625,1,1,0.666666666666667,1.8,1.25,3,-0.92674306095089,FALSE,FALSE,FALSE,3.38786124156361,4.3146043025145,FALSE,FALSE,FALSE,7.7024655440781,FALSE,FALSE,FALSE,17.9364540203325,0.0754391637029853,1230.33333333333
2015-07-01,5,11.5,8.33333333333333,6,6.75,1,0.5,0.333333333333333,1.6,1.125,0,,,,,,,,,,,,,,,,
2015-07-02,13,9,12,8.4,8.125,0,0,2.33333333333333,1.6,1,3,-1.00475959321205,FALSE,FALSE,FALSE,3.14929676336578,4.15405635657783,FALSE,FALSE,FALSE,7.30335311994362,FALSE,FALSE,FALSE,21.2885231337941,0.233100233100233,382.333333333333
2015-07-03,29,21,15.6666666666667,13.4,11.375,0,3.5,2.33333333333333,1.6,1,5,-3.98428763339266,FALSE,FALSE,FALSE,2.20706277950325,6.19135041289591,FALSE,FALSE,FALSE,8.39841319239916,FALSE,FALSE,FALSE,18.6147668332207,0.265690787838154,1391.6
2015-07-04,3,16,15,13.6,9.375,7,3.5,2.66666666666667,1.6,1,0,,,,,,,,,,,,,,,,
2015-07-05,1,2,11,10.2,9.375,0,0.5,0.333333333333333,0.2,0.125,1,-3.76254180602007,FALSE,FALSE,FALSE,3.01003344481605,6.77257525083612,TRUE,FALSE,FALSE,9.78260869565217,TRUE,FALSE,FALSE,19.7324414715719,0.0836120401337793,1099
2015-07-06,1,1,1.66666666666667,9.4,9,1,0.5,0.333333333333333,0.2,0.125,3,-1.29157235427568,FALSE,FALSE,FALSE,2.95300606584653,4.24457842012221,FALSE,FALSE,FALSE,7.19758448596873,FALSE,FALSE,FALSE,21.9372393321491,0.466402022822256,189.666666666667
2015-07-07,1,1,1,7,8.875,0,0,0,0,0.125,2,-3.73054970810999,FALSE,FALSE,FALSE,1.82675405282233,5.55730376093231,FALSE,FALSE,FALSE,7.38405781375464,FALSE,FALSE,FALSE,18.7965233620522,0,369
2015-07-08,3,2,1.66666666666667,1.8,7,0,0,0,0,0.5,9,-2.91113604613046,FALSE,FALSE,FALSE,1.51013156808203,4.4212676142125,FALSE,FALSE,FALSE,5.93139918229453,FALSE,FALSE,FALSE,19.7037366787553,0.193180441215171,800.777777777778
2015-07-09,4,3.5,2.66666666666667,2,6.875,0,0,0,0,0.5,3,-4.0318343758722,FALSE,FALSE,FALSE,1.63133444384718,5.66316881971938,FALSE,FALSE,FALSE,7.29450326356656,FALSE,FALSE,FALSE,18.3219006236177,0.42973944737231,385
2015-07-10,21,12.5,9.33333333333333,6,7.875,0,0,0,0.2,0.625,7,-3.32863302665647,FALSE,FALSE,FALSE,2.53618610426392,5.86481913092039,FALSE,FALSE,FALSE,8.40100523518431,FALSE,FALSE,FALSE,17.3314746734124,0.494521103896104,487
2015-07-11,4,12.5,9.66666666666667,6.6,4.75,0,0,0,0.8,0.625,6,-3.34180307807498,FALSE,FALSE,FALSE,2.59277115497409,5.93457423304907,FALSE,FALSE,FALSE,8.52734538802316,FALSE,FALSE,FALSE,18.8105204088498,0.087339612969809,463.5
2015-07-12,5,4.5,10,7.4,5,0,0,0.333333333333333,0.8,0.625,4,-0.86936363872208,FALSE,FALSE,FALSE,2.93881254040969,3.80817617913177,FALSE,FALSE,FALSE,6.74698871954147,FALSE,FALSE,FALSE,19.065345078906,1.17589528163173,460.75
2015-07-13,2,3.5,3.66666666666667,7.2,5.125,0,0.5,1.33333333333333,1,0.625,1,-9.19540229885057,FALSE,FALSE,FALSE,1.14942528735632,10.3448275862069,TRUE,TRUE,TRUE,11.4942528735632,TRUE,TRUE,FALSE,16.0919540229885,0,143
2015-07-14,2,2,3,6.8,5.25,1,2,1.33333333333333,1,0.625,1,-4.44444444444444,FALSE,FALSE,FALSE,1.02564102564103,5.47008547008547,FALSE,FALSE,FALSE,6.4957264957265,FALSE,FALSE,FALSE,14.3589743589744,0,549
2015-07-15,2,2,2,3,5.375,3,1.5,1.33333333333333,0.8,0.5,3,-3.57397211547217,FALSE,FALSE,FALSE,1.74663066886805,5.32060278434022,FALSE,FALSE,FALSE,7.06723345320827,FALSE,FALSE,FALSE,18.5504574370987,0.369992548255395,563.666666666667
2015-07-16,5,3.5,3,3.2,5.625,0,0.5,0.333333333333333,0.2,0.125,0,,,,,,,,,,,,,,,,
2015-07-17,24,14.5,10.3333333333333,7,8.125,1,0.5,0.333333333333333,0.2,0.5,3,-5.3610659662043,FALSE,FALSE,FALSE,1.14334890582739,6.50441487203169,TRUE,FALSE,FALSE,7.64776377785908,FALSE,FALSE,FALSE,19.9461609504219,0.0502008032128513,364
2015-07-18,1,12.5,10,6.8,5.625,0,0,0,0,0.375,0,,,,,,,,,,,,,,,,
2015-07-19,8,4.5,11,8,6.125,0,0,0,0,0.5,2,-0.851206758817689,FALSE,FALSE,FALSE,1.96355515747174,2.81476191628943,FALSE,FALSE,FALSE,4.77831707376117,FALSE,FALSE,FALSE,20.4083855818345,0.736522307487473,386.5
2015-07-20,3,5.5,4,8.2,5.875,0,0,0,0.6,0.5,3,0.815456140733047,TRUE,FALSE,FALSE,3.36909523038265,2.5536390896496,FALSE,FALSE,FALSE,5.92273432003225,FALSE,FALSE,FALSE,20.540500638449,0.544719408900351,1294
2015-07-21,2,2.5,4.33333333333333,7.6,5.875,0,0,0,0.6,0.625,2,-0.765983615100791,FALSE,FALSE,FALSE,2.90957036542912,3.67555398052991,FALSE,FALSE,FALSE,6.58512434595902,FALSE,FALSE,FALSE,18.2233015780367,0.459340017927498,680
2015-07-22,3,2.5,2.66666666666667,3.4,6,0,0,1,0.8,0.625,1,-11.4777618364419,FALSE,FALSE,FALSE,2.86944045911047,14.3472022955524,TRUE,TRUE,TRUE,17.2166427546628,TRUE,TRUE,TRUE,15.4949784791966,0,660
2015-07-23,3,3,2.66666666666667,3.8,6.125,0,1.5,1,0.8,0.75,3,-0.956530852769504,FALSE,FALSE,FALSE,3.53731676688875,4.49384761965825,FALSE,FALSE,FALSE,8.03116438654701,FALSE,FALSE,FALSE,19.3411688223621,0.93311837799516,1123.33333333333
2015-07-24,23,13,9.66666666666667,6.8,8.375,3,1.5,1.33333333333333,1,1,3,-6.88508425555404,FALSE,FALSE,FALSE,0.877073510304587,7.76215776585863,TRUE,FALSE,FALSE,8.63923127616322,FALSE,FALSE,FALSE,16.7374762463762,0.339702943683824,516.333333333333
2015-07-25,1,12,9,6.4,5.5,0,0.5,0.333333333333333,0.4,0.625,0,,,,,,,,,,,,,,,,
2015-07-26,11,6,11.6666666666667,8.2,6.75,1,0.5,0.666666666666667,0.6,0.75,1,1.57977883096367,TRUE,FALSE,FALSE,3.47551342812006,1.8957345971564,FALSE,FALSE,FALSE,5.37124802527646,FALSE,FALSE,FALSE,21.8009478672986,1.4218009478673,578
2015-07-27,4,7.5,5.33333333333333,8.4,6.25,0,0.5,0.333333333333333,0.8,0.625,1,-6.15942028985507,FALSE,FALSE,FALSE,0.36231884057971,6.52173913043478,TRUE,FALSE,FALSE,6.88405797101449,FALSE,FALSE,FALSE,21.0144927536232,0,258
2015-07-28,8,6,7.66666666666667,9.4,6.875,1,0.5,0.666666666666667,0.8,1,4,-2.02187661126484,FALSE,FALSE,FALSE,2.4674776561233,4.48935426738815,FALSE,FALSE,FALSE,6.95683192351144,FALSE,FALSE,FALSE,19.4252190082333,0.96342455110931,2095.75
2015-07-29,5,6.5,5.66666666666667,5.8,7.25,0,0.5,1,0.8,1.25,9,-1.61414309369715,FALSE,FALSE,FALSE,2.49407308481773,4.10821617851487,FALSE,FALSE,FALSE,6.6022892633326,FALSE,FALSE,FALSE,18.2613103296153,0.0980016899398046,624.333333333333
2015-07-30,11,8,8,7.8,8.25,1,1.5,1,0.8,1.25,6,-0.775761437627901,FALSE,FALSE,FALSE,3.11057558298643,3.88633702061433,FALSE,FALSE,FALSE,6.99691260360076,FALSE,FALSE,FALSE,19.5354058297121,0.588294302683756,1533.5
2015-07-31,14,12.5,10,8.4,9.625,2,1,1,1.2,1.125,3,-1.09680566164493,FALSE,FALSE,FALSE,1.483517326276,2.58032298792093,FALSE,FALSE,FALSE,4.06384031419693,FALSE,FALSE,FALSE,19.8733763942993,0.66998892580288,323.666666666667
2015-08-01,3,8.5,9.33333333333333,8.2,7.125,0,0.5,0.333333333333333,1.4,1.125,3,-2.23039624211216,FALSE,FALSE,FALSE,1.40382761341042,3.63422385552258,FALSE,FALSE,FALSE,5.038051468933,FALSE,FALSE,FALSE,18.9366440257409,0.202634245187437,379.333333333333
2015-08-02,5,4,7.33333333333333,7.6,7.625,1,0.5,1.33333333333333,1.4,1.125,8,-4.82598985565157,FALSE,FALSE,FALSE,1.55325012049566,6.37923997614723,TRUE,FALSE,FALSE,7.93249009664289,FALSE,FALSE,FALSE,18.2003716959644,0.224122463703303,663
2015-08-03,10,7.5,6,8.6,7.5,0,1.5,2,1.2,1.125,1,-1.085776330076,FALSE,FALSE,FALSE,1.95439739413681,3.04017372421281,FALSE,FALSE,FALSE,4.99457111834962,FALSE,FALSE,FALSE,20.7383279044517,0.1085776330076,841
2015-08-04,21,15.5,12,10.6,9.625,3,3,2,1.6,1.125,0,,,,,,,,,,,,,,,,
2015-08-05,62,41.5,31,20.2,16.375,3,1.5,1,1,0.75,2,-1.38706560859048,FALSE,FALSE,FALSE,2.66161536078825,4.04868096937873,FALSE,FALSE,FALSE,6.71029633016697,FALSE,FALSE,FALSE,18.2850020650186,0.852557673019055,946.5
2015-08-06,99,80.5,60.6666666666667,39.4,28.125,0,0,0.666666666666667,0.6,0.375,2,-4.06200403242346,FALSE,FALSE,FALSE,2.72594823478928,6.78795226721274,TRUE,FALSE,FALSE,9.51390050200201,TRUE,FALSE,FALSE,22.1045748128142,0.711866305284115,1152
2015-08-07,20,59.5,60.3333333333333,42.4,29.25,0,1,0.666666666666667,0.6,0.375,5,-0.743406710808467,FALSE,FALSE,FALSE,3.35272522716798,4.09613193797645,FALSE,FALSE,FALSE,7.44885716514443,FALSE,FALSE,FALSE,18.5766771707624,0.090497737556561,389.2
2015-08-08,7,13.5,42,41.8,28.375,2,1,1,0.6,0.5,0,,,,,,,,,,,,,,,,
2015-08-09,9,8,12,39.4,29.125,0,0.5,0.333333333333333,0.2,0.5,0,,,,,,,,,,,,,,,,
2015-08-10,9,9,8.33333333333333,28.8,29.625,1,0.5,0.333333333333333,0.2,0.75,1,-4.94559841740851,FALSE,FALSE,FALSE,2.07715133531157,7.02274975272008,TRUE,FALSE,FALSE,9.09990108803165,TRUE,FALSE,FALSE,14.1444114737883,0,908
2015-08-11,3,6,7,9.6,28.75,0,0,0,0.2,0.75,0,,,,,,,,,,,,,,,,
2015-08-12,13,8,8.33333333333333,8.2,27.75,0,0,0,0.6,0.75,3,1.17093723844103,TRUE,FALSE,FALSE,2.86155952367875,1.69062228523772,FALSE,FALSE,FALSE,4.55218180891647,FALSE,FALSE,FALSE,17.0101232788497,0.160384923817161,735.666666666667
2015-08-13,8,10.5,8,8.4,21,0,0,0.333333333333333,1,0.75,1,-4.35126582278481,FALSE,FALSE,FALSE,2.05696202531646,6.40822784810126,TRUE,FALSE,FALSE,8.46518987341772,FALSE,FALSE,FALSE,20.0949367088608,0.158227848101266,1139
